id,name,email,branch,graduation_year,cgpa,backlogs,has_prior_offer,academic_score,readiness_score
296,Janaki Sharaf,janaki.sharaf296@example.com,CSE,2026,9.05,0,True,90.5,78.25
297,Michael Saran,michael.saran297@example.com,CIVIL,2027,8.55,0,False,85.5,73.75
298,Patrick Vig,patrick.vig298@example.com,CSE,2027,8.21,0,False,82.1,82.65
299,Anamika Yohannan,anamika.yohannan299@example.com,CIVIL,2027,9.63,0,False,96.3,87.02
300,Veda Shroff,veda.shroff300@example.com,CSE,2026,6.08,1,False,56.8,52.4
301,Rajata Loyal,rajata.loyal301@example.com,IT,2027,8.4,0,False,84.0,75.67
302,Ekantika Korpal,ekantika.korpal302@example.com,MECH,2025,9.76,3,False,85.6,67.97
303,Gabriel Mallick,gabriel.mallick303@example.com,ECE,2026,7.41,0,False,74.1,70.05
304,Shravya Kohli,shravya.kohli304@example.com,EEE,2025,6.46,2,False,56.6,68.97
305,Ucchal Raghavan,ucchal.raghavan305@example.com,CSE,2027,6.12,0,False,61.2,61.27
306,Gayathri Balakrishnan,gayathri.balakrishnan306@example.com,CSE,2027,9.26,2,False,84.6,81.7
307,Warda Nair,warda.nair307@example.com,EEE,2025,8.95,0,False,89.5,76.08
308,Qabil Sura,qabil.sura308@example.com,IT,2027,9.24,1,False,88.4,78.95
309,Simon Pant,simon.pant309@example.com,IT,2026,7.35,0,False,73.5,66.58
310,Aarna Oak,aarna.oak310@example.com,IT,2027,8.89,1,False,84.9,76.12
311,Ati Majumdar,ati.majumdar311@example.com,IT,2026,9.85,1,False,94.5,73.25
312,Advaith Varughese,advaith.varughese312@example.com,ECE,2026,8.07,0,False,80.7,72.85
313,Rayaan Chada,rayaan.chada313@example.com,IT,2027,7.38,0,False,73.8,65.28
314,Wyatt Ray,wyatt.ray314@example.com,ECE,2027,6.63,0,False,66.3,53.55
315,Vrinda Khosla,vrinda.khosla315@example.com,CSE,2026,8.7,0,True,87.0,72.17
316,Vamakshi Swaminathan,vamakshi.swaminathan316@example.com,MECH,2025,6.22,0,False,62.2,54.3
317,Sara Badal,sara.badal317@example.com,EEE,2026,5.91,2,False,51.1,43.15
318,Girik Menon,girik.menon318@example.com,ECE,2025,7.37,0,False,73.7,70.18
319,Timothy Ravel,timothy.ravel319@example.com,ECE,2025,5.87,0,False,58.7,53.6
320,Yagnesh Mohan,yagnesh.mohan320@example.com,IT,2025,8.42,1,False,80.2,68.1
321,Jyoti Solanki,jyoti.solanki321@example.com,IT,2027,9.23,0,False,92.3,73.32
322,Hemangini Sandal,hemangini.sandal322@example.com,CSE,2026,8.27,2,False,74.7,70.1
323,Ganga Pandey,ganga.pandey323@example.com,MECH,2027,6.17,2,False,53.7,54.35
324,Sudiksha Madan,sudiksha.madan324@example.com,CSE,2025,8.99,0,False,89.9,71.82
325,Damini Krishnamurthy,damini.krishnamurthy325@example.com,CSE,2025,8.38,0,False,83.8,70.57
326,Vihaan Dara,vihaan.dara326@example.com,CIVIL,2027,7.75,0,False,77.5,70.75
327,Reyansh Mutti,reyansh.mutti327@example.com,CSE,2027,8.73,0,False,87.3,72.65
328,Jagdish Wason,jagdish.wason328@example.com,CIVIL,2025,8.07,0,False,80.7,76.95
329,Qasim Handa,qasim.handa329@example.com,MECH,2027,7.12,2,False,63.2,59.93
330,Tarak Sule,tarak.sule330@example.com,EEE,2025,7.78,0,False,77.8,62.1
331,Aradhana Vohra,aradhana.vohra331@example.com,CSE,2026,9.91,0,False,99.1,94.88
332,Barkha Chaudhry,barkha.chaudhry332@example.com,CIVIL,2025,7.05,1,False,66.5,65.25
333,Rishi Minhas,rishi.minhas333@example.com,CSE,2026,8.81,0,False,88.1,81.22
334,Utkarsh Patel,utkarsh.patel334@example.com,CIVIL,2026,9.16,0,False,91.6,74.42
335,Praneel Mittal,praneel.mittal335@example.com,IT,2025,7.65,0,False,76.5,70.38
336,Akshay Walla,akshay.walla336@example.com,IT,2025,9.75,0,False,97.5,76.5
337,Jonathan Mahal,jonathan.mahal337@example.com,ECE,2027,9.49,0,False,94.9,82.58
338,Chakradev Bhagat,chakradev.bhagat338@example.com,CSE,2027,9.17,0,False,91.7,71.85
339,Brinda Date,brinda.date339@example.com,CIVIL,2026,7.11,1,False,67.1,62.8
340,Vritti Chauhan,vritti.chauhan340@example.com,EEE,2027,9.1,0,False,91.0,71.83
341,Advik Mane,advik.mane341@example.com,IT,2026,9.8,0,False,98.0,90.25
342,Upasna Srinivas,upasna.srinivas342@example.com,ECE,2025,7.15,1,False,67.5,66.5
343,Ridhi Oak,ridhi.oak343@example.com,IT,2027,5.86,0,False,58.6,62.05
344,Qarin Behl,qarin.behl344@example.com,ECE,2026,5.96,0,False,59.6,51.8
345,Zayyan Sridhar,zayyan.sridhar345@example.com,EEE,2026,8.73,0,False,87.3,61.25
346,Ishaan Bhattacharyya,ishaan.bhattacharyya346@example.com,MECH,2026,8.77,2,False,79.7,65.85
347,Nandini Swamy,nandini.swamy347@example.com,CSE,2027,9.91,2,False,91.1,74.35
348,Ethan Bera,ethan.bera348@example.com,CIVIL,2025,7.13,1,False,67.3,62.9
349,Max Dixit,max.dixit349@example.com,EEE,2025,6.14,0,False,61.4,68.1
350,Daksha Chada,daksha.chada350@example.com,ECE,2026,6.56,0,False,65.6,53.55
351,Yuvraj Dani,yuvraj.dani351@example.com,EEE,2026,5.65,0,False,56.5,51.92
352,Omaja Kara,omaja.kara352@example.com,MECH,2026,8.93,0,False,89.3,75.65
353,Lajita Seshadri,lajita.seshadri353@example.com,CSE,2025,8.42,0,False,84.2,74.1
354,Saanvi Mishra,saanvi.mishra354@example.com,MECH,2025,7.75,0,False,77.5,66.95
355,Pushti Mody,pushti.mody355@example.com,MECH,2026,6.67,0,False,66.7,68.18
356,Darpan Chaudhary,darpan.chaudhary356@example.com,IT,2025,9.99,0,False,99.9,75.95
357,Sarthak Kakar,sarthak.kakar357@example.com,CSE,2027,9.54,0,False,95.4,93.03
358,Aishani Bumb,aishani.bumb358@example.com,CIVIL,2025,9.94,0,False,99.4,68.7
359,Naksh Khatri,naksh.khatri359@example.com,IT,2027,6.81,0,False,68.1,68.55
360,Oscar Borde,oscar.borde360@example.com,ECE,2027,8.65,0,False,86.5,79.25
361,Naksh Agate,naksh.agate361@example.com,IT,2026,9.93,1,True,95.3,78.65
362,Nilima Seshadri,nilima.seshadri362@example.com,MECH,2025,7.99,0,False,79.9,73.62
363,Upma Manne,upma.manne363@example.com,CIVIL,2027,5.89,0,False,58.9,67.2
364,Bachittar Kata,bachittar.kata364@example.com,MECH,2025,7.35,0,False,73.5,62.75
365,Bhavya Mandal,bhavya.mandal365@example.com,EEE,2027,6.93,0,False,69.3,67.65
366,Sudiksha Bobal,sudiksha.bobal366@example.com,MECH,2027,6.08,1,False,56.8,71.4
367,Vivaan Lalla,vivaan.lalla367@example.com,MECH,2025,8.96,0,False,89.6,76.68
368,Rudra Sandal,rudra.sandal368@example.com,IT,2026,7.83,0,False,78.3,68.15
369,Ishwar Kar,ishwar.kar369@example.com,MECH,2026,6.51,2,False,57.1,55.55
370,Manthan Lata,manthan.lata370@example.com,MECH,2026,6.63,0,False,66.3,67.4
371,Lucky Bora,lucky.bora371@example.com,MECH,2027,6.86,0,False,68.6,65.3
372,Darpan Gandhi,darpan.gandhi372@example.com,CIVIL,2027,9.74,0,False,97.4,70.7
373,Damyanti Mani,damyanti.mani373@example.com,MECH,2025,8.22,1,False,78.2,67.77
374,Reva Dash,reva.dash374@example.com,CIVIL,2027,5.63,0,False,56.3,57.15
375,Upadhriti Modi,upadhriti.modi375@example.com,MECH,2027,6.45,0,True,64.5,65.25
376,Neha Magar,neha.magar376@example.com,CIVIL,2026,9.5,0,False,95.0,87.0
377,Xiti Zacharia,xiti.zacharia377@example.com,ECE,2026,9.12,0,True,91.2,74.6
378,Wakeeta Sarma,wakeeta.sarma378@example.com,EEE,2026,5.77,0,False,57.7,57.52
379,Faris Baral,faris.baral379@example.com,CIVIL,2026,8.23,0,False,82.3,73.65
380,Rachana Naidu,rachana.naidu380@example.com,IT,2026,9.37,3,False,81.7,61.6
381,Zashil Bal,zashil.bal381@example.com,CSE,2026,5.98,0,False,59.8,59.4
382,Gavin Karnik,gavin.karnik382@example.com,EEE,2027,6.13,0,False,61.3,58.15
383,Ansh Luthra,ansh.luthra383@example.com,ECE,2027,9.83,2,False,90.3,77.65
384,Banjeet Gill,banjeet.gill384@example.com,MECH,2026,6.35,0,False,63.5,61.58
385,Upma Venkataraman,upma.venkataraman385@example.com,EEE,2027,6.89,0,False,68.9,60.45
386,Riya Mall,riya.mall386@example.com,CSE,2025,6.58,0,False,65.8,58.9
387,Pratyush Sarin,pratyush.sarin387@example.com,CIVIL,2026,8.19,1,False,77.9,70.95
388,Vyanjana Chand,vyanjana.chand388@example.com,IT,2026,5.54,0,False,55.4,56.37
389,Upma Pall,upma.pall389@example.com,EEE,2025,8.94,0,False,89.4,66.32
390,Nilima Nath,nilima.nath390@example.com,CSE,2026,6.38,0,False,63.8,57.9
391,Ekani Cheema,ekani.cheema391@example.com,MECH,2027,8.94,0,False,89.4,74.2
392,Naveen Narayan,naveen.narayan392@example.com,ECE,2026,6.08,0,False,60.8,50.9
393,Nisha Tandon,nisha.tandon393@example.com,MECH,2027,7.15,0,False,71.5,58.95
394,Bhavya Rattan,bhavya.rattan394@example.com,CIVIL,2026,5.68,0,False,56.8,63.0
395,Balhaar Sha,balhaar.sha395@example.com,MECH,2025,7.84,0,False,78.4,81.03
396,Gaurang Murty,gaurang.murty396@example.com,MECH,2027,8.26,0,False,82.6,68.18
397,Zayyan Naik,zayyan.naik397@example.com,MECH,2027,8.17,0,False,81.7,69.65
398,Jack Raval,jack.raval398@example.com,CSE,2026,8.03,0,False,80.3,66.15
399,Yoshita Agarwal,yoshita.agarwal399@example.com,ECE,2027,5.99,0,False,59.9,58.28
400,Turvi Sachdev,turvi.sachdev400@example.com,ECE,2027,8.33,0,False,83.3,75.32
401,Chatura Guha,chatura.guha401@example.com,CIVIL,2025,8.99,0,False,89.9,73.58
402,Zarna Pathak,zarna.pathak402@example.com,MECH,2026,6.27,0,False,62.7,71.55
403,Wishi Sathe,wishi.sathe403@example.com,CIVIL,2025,8.56,0,False,85.6,81.42
404,Charan Jani,charan.jani404@example.com,EEE,2027,7.48,0,False,74.8,61.07
405,Amara Deep,amara.deep405@example.com,EEE,2027,7.76,0,False,77.6,80.05
406,Bhavna Sarma,bhavna.sarma406@example.com,MECH,2026,8.68,0,False,86.8,72.9
407,Vedhika Dara,vedhika.dara407@example.com,IT,2026,7.65,0,False,76.5,69.58
408,Ayush Khatri,ayush.khatri408@example.com,CIVIL,2027,7.04,0,False,70.4,61.53
409,Nathan Mukhopadhyay,nathan.mukhopadhyay409@example.com,IT,2025,8.62,0,False,86.2,75.5
410,Akshay Reddy,akshay.reddy410@example.com,ECE,2026,6.84,2,False,60.4,57.6
411,Girik Kar,girik.kar411@example.com,EEE,2026,8.61,0,False,86.1,83.72
412,Ishaan Shenoy,ishaan.shenoy412@example.com,ECE,2025,9.71,1,False,93.1,88.15
413,Jacob Dube,jacob.dube413@example.com,EEE,2026,7.94,2,False,71.4,68.7
414,Wishi Manne,wishi.manne414@example.com,ECE,2027,9.12,0,True,91.2,64.6
415,Yashodhara Mahajan,yashodhara.mahajan415@example.com,CIVIL,2026,9.66,0,False,96.6,65.55
416,Ojasvi Subramanian,ojasvi.subramanian416@example.com,MECH,2027,9.23,0,False,92.3,73.98
417,Urmi Kohli,urmi.kohli417@example.com,IT,2025,5.99,1,True,55.9,56.15
418,Tanmayi Dhillon,tanmayi.dhillon418@example.com,IT,2025,9.57,0,True,95.7,83.52
419,Leela Halder,leela.halder419@example.com,CIVIL,2025,6.99,0,True,69.9,65.95
420,Yashoda Deshpande,yashoda.deshpande420@example.com,EEE,2027,7.98,2,False,71.8,71.9
421,Ekaraj Majumdar,ekaraj.majumdar421@example.com,IT,2026,9.45,0,False,94.5,85.0
422,Oeshi Oak,oeshi.oak422@example.com,CSE,2027,8.41,2,False,76.1,66.05
423,Yashica Loke,yashica.loke423@example.com,CSE,2025,7.91,1,False,75.1,73.22
424,Aarnav Mandal,aarnav.mandal424@example.com,CSE,2026,9.27,2,False,84.7,76.35
425,Chanchal Suri,chanchal.suri425@example.com,ECE,2025,6.34,1,True,59.4,65.03
426,Manthan Sekhon,manthan.sekhon426@example.com,ECE,2026,8.06,0,False,80.6,73.68
427,Veda Pai,veda.pai427@example.com,IT,2027,8.39,0,False,83.9,76.7
428,Gaurangi Purohit,gaurangi.purohit428@example.com,IT,2027,6.37,0,False,63.7,62.25
429,Tamanna Nagy,tamanna.nagy429@example.com,CIVIL,2026,6.66,0,False,66.6,54.5
430,Ranbir Khare,ranbir.khare430@example.com,IT,2027,8.06,1,False,76.6,74.55
431,Leela Kaur,leela.kaur431@example.com,MECH,2026,9.54,1,True,91.4,79.03
432,Nirja Bassi,nirja.bassi432@example.com,IT,2026,8.51,0,False,85.1,68.55
433,Eesha Solanki,eesha.solanki433@example.com,IT,2026,6.62,0,False,66.2,56.77
434,Lakshmi Raju,lakshmi.raju434@example.com,CIVIL,2027,9.79,0,True,97.9,86.32
435,Max Tandon,max.tandon435@example.com,CSE,2027,8.44,0,True,84.4,88.7
436,Balhaar Date,balhaar.date436@example.com,MECH,2027,6.88,0,False,68.8,65.4
437,Yadavi Narula,yadavi.narula437@example.com,ECE,2026,8.61,0,False,86.1,76.25
438,Harish Sarraf,harish.sarraf438@example.com,IT,2026,6.49,0,False,64.9,71.08
439,Harish Vora,harish.vora439@example.com,MECH,2026,8.23,0,False,82.3,78.03
440,Tanmayi Aurora,tanmayi.aurora440@example.com,IT,2027,9.11,1,False,87.1,68.68
441,Maanas Rout,maanas.rout441@example.com,EEE,2027,9.43,0,False,94.3,81.65
442,Mohammed Borde,mohammed.borde442@example.com,CSE,2027,5.85,0,False,58.5,63.75
443,Upasna Lanka,upasna.lanka443@example.com,IT,2026,6.41,0,False,64.1,59.22
444,Hamsini Rao,hamsini.rao444@example.com,CIVIL,2027,7.49,0,False,74.9,71.7
445,Faris Narasimhan,faris.narasimhan445@example.com,CSE,2026,9.55,0,False,95.5,74.92
446,Lajita Nadig,lajita.nadig446@example.com,MECH,2026,7.37,0,False,73.7,69.6
447,Vinaya Banik,vinaya.banik447@example.com,ECE,2025,6.89,0,False,68.9,56.45
448,Ekapad Keer,ekapad.keer448@example.com,ECE,2027,8.1,0,True,81.0,70.62
449,Bhavna Karan,bhavna.karan449@example.com,CSE,2026,9.97,2,True,91.7,83.85
450,Gautam Saraf,gautam.saraf450@example.com,CIVIL,2027,7.34,1,False,69.4,65.37
451,Guneet Chaudhry,guneet.chaudhry451@example.com,EEE,2026,7.39,3,False,61.9,66.32
452,Sachi Ganesan,sachi.ganesan452@example.com,CIVIL,2027,9.58,0,False,95.8,77.5
453,Chandani Balakrishnan,chandani.balakrishnan453@example.com,CSE,2025,6.1,1,False,57.0,54.5
454,Chakradhar Nair,chakradhar.nair454@example.com,IT,2025,7.27,0,False,72.7,62.98
455,Daksh Memon,daksh.memon455@example.com,CIVIL,2027,9.9,0,False,99.0,70.25
456,Jagrati Prasad,jagrati.prasad456@example.com,EEE,2026,7.21,0,False,72.1,70.55
457,Raagini Dhingra,raagini.dhingra457@example.com,CSE,2025,6.35,1,False,59.5,62.25
458,Yash Wali,yash.wali458@example.com,CSE,2025,7.39,1,False,69.9,69.45
459,Nisha Gole,nisha.gole459@example.com,MECH,2027,5.95,0,False,59.5,62.25
460,Onkar Gill,onkar.gill460@example.com,EEE,2026,5.72,1,False,53.2,56.43
461,Farhan Raja,farhan.raja461@example.com,CSE,2025,6.48,1,False,60.8,67.28
462,Wridesh Tank,wridesh.tank462@example.com,CIVIL,2027,6.8,1,False,64.0,63.0
463,Luke Kata,luke.kata463@example.com,ECE,2025,8.19,0,False,81.9,75.45
464,Triya Kumar,triya.kumar464@example.com,IT,2026,6.14,0,False,61.4,57.58
465,Tripti Kumer,tripti.kumer465@example.com,CIVIL,2025,5.77,2,False,49.7,57.85
466,Aditya Shroff,aditya.shroff466@example.com,ECE,2027,7.42,0,False,74.2,68.97
467,Bhavna Dugar,bhavna.dugar467@example.com,EEE,2026,9.04,0,False,90.4,69.45
468,Ethan Sathe,ethan.sathe468@example.com,EEE,2025,7.19,1,False,67.9,67.28
469,Hemani Mistry,hemani.mistry469@example.com,EEE,2025,6.85,1,False,64.5,59.25
470,Panini Krishna,panini.krishna470@example.com,IT,2026,9.86,0,False,98.6,73.55
471,Tanmayi Mittal,tanmayi.mittal471@example.com,EEE,2026,6.42,0,True,64.2,61.1
472,Rushil Rajagopalan,rushil.rajagopalan472@example.com,ECE,2026,8.76,0,False,87.6,85.05
473,Vasudha Chhabra,vasudha.chhabra473@example.com,IT,2027,8.21,1,False,78.1,71.05
474,Warjas Raj,warjas.raj474@example.com,ECE,2026,8.01,0,False,80.1,77.45
475,Jagrati Merchant,jagrati.merchant475@example.com,CIVIL,2025,5.57,2,False,47.7,45.85
476,Chakrika Bains,chakrika.bains476@example.com,CIVIL,2027,8.89,2,False,80.9,62.95
477,Meghana Maharaj,meghana.maharaj477@example.com,ECE,2026,7.28,0,False,72.8,75.2
478,Abhiram Bawa,abhiram.bawa478@example.com,ECE,2026,7.9,0,False,79.0,75.75
479,Watika Mangat,watika.mangat479@example.com,CIVIL,2026,7.74,0,False,77.4,73.2
480,Victor Pandey,victor.pandey480@example.com,ECE,2026,6.94,0,True,69.4,69.82
481,Theodore Gupta,theodore.gupta481@example.com,CSE,2026,9.39,1,False,89.9,68.95
482,Zashil Devan,zashil.devan482@example.com,ECE,2025,8.13,1,False,77.3,62.65
483,Gunbir Baral,gunbir.baral483@example.com,IT,2026,6.54,0,False,65.4,63.95
484,Dayamai Sastry,dayamai.sastry484@example.com,EEE,2027,9.75,0,False,97.5,76.5
485,Bahadurjit Patla,bahadurjit.patla485@example.com,ECE,2025,7.71,0,False,77.1,78.55
486,Karan Chana,karan.chana486@example.com,MECH,2027,7.96,0,False,79.6,61.0
487,Chakrika Narain,chakrika.narain487@example.com,CSE,2027,7.86,1,True,74.6,60.97
488,Ojasvi Gill,ojasvi.gill488@example.com,CIVIL,2025,5.53,0,True,55.3,60.15
489,Sai Deo,sai.deo489@example.com,EEE,2026,6.18,0,True,61.8,65.73
490,Jasmit Wali,jasmit.wali490@example.com,EEE,2027,8.37,2,False,75.7,73.18
491,Yachana Mahajan,yachana.mahajan491@example.com,CSE,2025,5.53,0,False,55.3,59.65
492,Nitesh Kurian,nitesh.kurian492@example.com,CSE,2027,6.74,3,False,55.4,63.7
493,Vasatika Merchant,vasatika.merchant493@example.com,IT,2025,8.53,1,False,81.3,64.03
494,Hamsini Contractor,hamsini.contractor494@example.com,MECH,2027,7.86,0,False,78.6,69.3
495,Upadhriti Borra,upadhriti.borra495@example.com,CSE,2026,7.09,1,False,66.9,65.95
496,Lohit Kara,lohit.kara496@example.com,CIVIL,2025,7.57,0,False,75.7,72.1
497,Mekhala Pau,mekhala.pau497@example.com,CIVIL,2025,9.23,0,True,92.3,81.15
498,Gautam Rana,gautam.rana498@example.com,CSE,2027,7.21,0,True,72.1,63.55
499,Akshay Lalla,akshay.lalla499@example.com,EEE,2027,6.27,0,False,62.7,68.35
500,Jatin Sha,jatin.sha500@example.com,CSE,2027,8.05,1,False,76.5,62.25
