student_email,skill_name,proficiency
priya.vala212@example.com,SQL,2
suhani.goswami213@example.com,Python,1
suhani.goswami213@example.com,Java,1
faras.pal214@example.com,SQL,5
faras.pal214@example.com,C++,5
faras.pal214@example.com,React,1
jonathan.balay215@example.com,React,5
jonathan.balay215@example.com,Python,2
jonathan.balay215@example.com,Java,3
chatura.nagar216@example.com,C++,3
chatura.nagar216@example.com,React,4
zarna.contractor217@example.com,C++,1
zarna.contractor217@example.com,Java,3
zarna.contractor217@example.com,Python,4
zarna.contractor217@example.com,React,5
zarna.contractor217@example.com,SQL,3
damyanti.keer218@example.com,C++,3
damyanti.keer218@example.com,React,2
damyanti.keer218@example.com,SQL,1
irya.walia219@example.com,React,4
irya.walia219@example.com,SQL,5
irya.walia219@example.com,Python,4
patrick.subramaniam220@example.com,React,1
patrick.subramaniam220@example.com,SQL,2
patrick.subramaniam220@example.com,C++,5
vrinda.vaidya221@example.com,C++,4
vrinda.vaidya221@example.com,SQL,4
elijah.handa222@example.com,SQL,5
elijah.handa222@example.com,Python,4
benjamin.pandit223@example.com,SQL,3
benjamin.pandit223@example.com,Python,1
balvan.kannan224@example.com,Java,5
balvan.kannan224@example.com,React,2
balvan.kannan224@example.com,Python,5
balvan.kannan224@example.com,SQL,2
balvan.kannan224@example.com,C++,4
kevin.bhandari225@example.com,C++,3
kevin.bhandari225@example.com,React,5
kevin.bhandari225@example.com,SQL,1
kevin.bhandari225@example.com,Python,4
dhriti.nayar226@example.com,React,4
dhriti.nayar226@example.com,SQL,2
dhriti.nayar226@example.com,Python,5
dhriti.nayar226@example.com,C++,4
dhriti.nayar226@example.com,Java,1
arunima.bajwa227@example.com,C++,3
arunima.bajwa227@example.com,Java,2
arunima.bajwa227@example.com,React,5
arunima.bajwa227@example.com,SQL,2
arunima.bajwa227@example.com,Python,4
omaja.tella228@example.com,Python,1
omaja.tella228@example.com,C++,2
charita.gara229@example.com,Python,1
charita.gara229@example.com,Java,4
charita.gara229@example.com,SQL,3
upma.kumar230@example.com,Java,2
upma.kumar230@example.com,React,1
upma.kumar230@example.com,C++,4
upma.kumar230@example.com,Python,4
ojasvi.aggarwal231@example.com,React,5
ojasvi.aggarwal231@example.com,SQL,2
dalbir.ram232@example.com,C++,5
dalbir.ram232@example.com,Python,2
dalbir.ram232@example.com,SQL,2
dalbir.ram232@example.com,React,4
dalbir.ram232@example.com,Java,2
raagini.mitra233@example.com,C++,3
raagini.mitra233@example.com,React,3
raagini.mitra233@example.com,SQL,5
raagini.mitra233@example.com,Python,4
raagini.mitra233@example.com,Java,2
inaya.bumb234@example.com,React,5
inaya.bumb234@example.com,SQL,3
inaya.bumb234@example.com,Java,4
pratyush.batra235@example.com,C++,2
pratyush.batra235@example.com,Java,4
pratyush.batra235@example.com,Python,5
chasmum.sengupta236@example.com,SQL,4
chasmum.sengupta236@example.com,Java,4
janani.chatterjee237@example.com,Java,3
janani.chatterjee237@example.com,Python,1
janani.chatterjee237@example.com,C++,2
pavani.lata238@example.com,SQL,1
pavani.lata238@example.com,C++,5
pavani.lata238@example.com,React,1
pavani.lata238@example.com,Java,2
omkaar.bawa239@example.com,Python,2
omkaar.bawa239@example.com,C++,2
omkaar.bawa239@example.com,React,5
deepa.palla240@example.com,Java,4
deepa.palla240@example.com,SQL,3
deepa.palla240@example.com,Python,1
tamanna.walia241@example.com,SQL,5
tamanna.walia241@example.com,Java,2
rachita.mangal242@example.com,React,1
rachita.mangal242@example.com,Java,2
rachita.mangal242@example.com,Python,2
rachita.mangal242@example.com,C++,4
rachita.mangal242@example.com,SQL,4
urvi.bath243@example.com,Java,5
urvi.bath243@example.com,Python,5
urvi.bath243@example.com,C++,5
urvi.bath243@example.com,React,4
urvi.bath243@example.com,SQL,5
charvi.mand244@example.com,React,3
charvi.mand244@example.com,SQL,1
charvi.mand244@example.com,Java,5
charvi.mand244@example.com,Python,2
charvi.mand244@example.com,C++,2
omya.chaudhry245@example.com,React,4
omya.chaudhry245@example.com,SQL,2
omya.chaudhry245@example.com,Python,5
omya.chaudhry245@example.com,C++,1
caleb.loyal246@example.com,Java,4
caleb.loyal246@example.com,Python,4
caleb.loyal246@example.com,React,5
samesh.kala247@example.com,Python,2
samesh.kala247@example.com,SQL,1
krish.bains248@example.com,SQL,3
krish.bains248@example.com,Java,3
krish.bains248@example.com,C++,1
krish.bains248@example.com,Python,5
ijaya.gala249@example.com,SQL,4
ijaya.gala249@example.com,Java,4
rishi.radhakrishnan250@example.com,React,2
rishi.radhakrishnan250@example.com,SQL,4
rishi.radhakrishnan250@example.com,C++,5
rishi.radhakrishnan250@example.com,Python,5
pooja.natt251@example.com,React,4
pooja.natt251@example.com,Java,3
pooja.natt251@example.com,C++,5
pooja.natt251@example.com,Python,5
vanya.ranganathan252@example.com,Java,2
vanya.ranganathan252@example.com,C++,3
vanya.ranganathan252@example.com,React,4
zinal.hayer253@example.com,React,4
zinal.hayer253@example.com,Python,4
zinal.hayer253@example.com,Java,4
zinal.hayer253@example.com,SQL,1
zinal.hayer253@example.com,C++,3
om.salvi254@example.com,C++,5
om.salvi254@example.com,Python,2
om.salvi254@example.com,React,1
luke.chakrabarti255@example.com,SQL,1
luke.chakrabarti255@example.com,Java,3
luke.chakrabarti255@example.com,Python,2
luke.chakrabarti255@example.com,React,1
luke.chakrabarti255@example.com,C++,1
chatresh.nigam256@example.com,Python,5
chatresh.nigam256@example.com,Java,3
chatresh.nigam256@example.com,SQL,2
vincent.chada257@example.com,Python,2
vincent.chada257@example.com,C++,1
ekiya.singhal258@example.com,Java,4
ekiya.singhal258@example.com,React,5
ekiya.singhal258@example.com,C++,1
ekiya.singhal258@example.com,SQL,2
timothy.sibal259@example.com,Java,1
timothy.sibal259@example.com,React,4
kashish.ghosh260@example.com,SQL,5
kashish.ghosh260@example.com,React,3
kashish.ghosh260@example.com,Java,2
kashish.ghosh260@example.com,Python,4
alexander.rastogi261@example.com,Java,5
alexander.rastogi261@example.com,Python,2
alexander.rastogi261@example.com,React,4
alexander.rastogi261@example.com,C++,3
adweta.choudhry262@example.com,Java,2
adweta.choudhry262@example.com,SQL,3
adweta.choudhry262@example.com,Python,2
devika.chana263@example.com,SQL,2
devika.chana263@example.com,Python,3
devika.chana263@example.com,C++,2
harsh.shanker264@example.com,React,2
harsh.shanker264@example.com,C++,3
harsh.shanker264@example.com,SQL,4
harsh.shanker264@example.com,Python,4
harsh.shanker264@example.com,Java,1
alka.date265@example.com,React,5
alka.date265@example.com,SQL,3
alka.date265@example.com,C++,5
samesh.natt266@example.com,C++,5
samesh.natt266@example.com,Java,3
samesh.natt266@example.com,Python,1
samesh.natt266@example.com,React,5
samesh.natt266@example.com,SQL,4
yashoda.nagi267@example.com,React,5
yashoda.nagi267@example.com,C++,3
yashoda.nagi267@example.com,Python,5
yashoda.nagi267@example.com,SQL,5
yashoda.nagi267@example.com,Java,5
michael.keer268@example.com,Python,3
michael.keer268@example.com,Java,5
jeremiah.batta269@example.com,SQL,2
jeremiah.batta269@example.com,Python,1
jeremiah.batta269@example.com,React,4
jeremiah.batta269@example.com,C++,2
yashoda.dugar270@example.com,C++,5
yashoda.dugar270@example.com,React,2
yashoda.dugar270@example.com,Java,4
yashoda.dugar270@example.com,SQL,4
william.rastogi271@example.com,React,5
william.rastogi271@example.com,SQL,2
william.rastogi271@example.com,C++,3
yamini.grover272@example.com,Java,3
yamini.grover272@example.com,Python,1
yamini.grover272@example.com,C++,4
yamini.grover272@example.com,React,3
yamini.grover272@example.com,SQL,4
barkha.kohli273@example.com,SQL,3
barkha.kohli273@example.com,Python,3
barkha.kohli273@example.com,React,5
barkha.kohli273@example.com,C++,1
ekbal.pradhan274@example.com,React,3
ekbal.pradhan274@example.com,Python,2
ekbal.pradhan274@example.com,C++,4
ekbal.pradhan274@example.com,SQL,3
ekbal.pradhan274@example.com,Java,5
upma.borah275@example.com,SQL,1
upma.borah275@example.com,C++,5
upma.borah275@example.com,Java,2
banjeet.kara276@example.com,Java,2
banjeet.kara276@example.com,Python,2
banjeet.kara276@example.com,C++,5
deepa.dhillon277@example.com,C++,2
deepa.dhillon277@example.com,Python,3
deepa.dhillon277@example.com,Java,1
deepa.dhillon277@example.com,SQL,3
deepa.dhillon277@example.com,React,3
sai.mall278@example.com,C++,4
sai.mall278@example.com,SQL,3
shivani.lata279@example.com,Python,1
shivani.lata279@example.com,C++,2
shivani.lata279@example.com,Java,2
shivani.lata279@example.com,React,3
madhav.master280@example.com,SQL,1
madhav.master280@example.com,C++,3
madhav.master280@example.com,React,2
jagvi.gole281@example.com,C++,2
jagvi.gole281@example.com,Java,3
jagvi.gole281@example.com,Python,1
jagvi.gole281@example.com,React,1
jagvi.gole281@example.com,SQL,5
vihaan.subramanian282@example.com,Python,5
vihaan.subramanian282@example.com,Java,4
vihaan.subramanian282@example.com,C++,5
vincent.comar283@example.com,React,4
vincent.comar283@example.com,Python,3
vincent.comar283@example.com,C++,4
vincent.comar283@example.com,Java,2
vincent.comar283@example.com,SQL,2
suhani.vyas284@example.com,React,3
suhani.vyas284@example.com,C++,2
suhani.vyas284@example.com,Python,2
suhani.vyas284@example.com,Java,2
suhani.vyas284@example.com,SQL,1
vritti.raja285@example.com,Python,2
vritti.raja285@example.com,React,3
vritti.raja285@example.com,SQL,5
vritti.raja285@example.com,Java,5
vritti.raja285@example.com,C++,1
ekta.badami286@example.com,Java,5
ekta.badami286@example.com,SQL,3
ekta.badami286@example.com,Python,1
ekta.badami286@example.com,React,2
ekta.badami286@example.com,C++,1
samar.sha287@example.com,SQL,3
samar.sha287@example.com,Python,1
samar.sha287@example.com,C++,5
varsha.ben288@example.com,C++,1
varsha.ben288@example.com,React,2
varsha.ben288@example.com,SQL,3
varsha.ben288@example.com,Java,4
jack.barman289@example.com,Java,2
jack.barman289@example.com,Python,3
jack.barman289@example.com,C++,4
jack.barman289@example.com,SQL,1
jack.barman289@example.com,React,1
bimala.om290@example.com,Java,3
bimala.om290@example.com,React,2
bimala.om290@example.com,C++,5
bimala.om290@example.com,SQL,4
bimala.om290@example.com,Python,2
yashawini.ben291@example.com,SQL,3
yashawini.ben291@example.com,Java,5
yashawini.ben291@example.com,React,2
yashawini.ben291@example.com,C++,2
yashawini.ben291@example.com,Python,2
saumya.dar292@example.com,Python,1
saumya.dar292@example.com,SQL,3
saumya.dar292@example.com,React,4
saumya.dar292@example.com,C++,1
harsh.keer293@example.com,C++,1
harsh.keer293@example.com,React,4
harsh.keer293@example.com,Java,1
krishna.sur294@example.com,C++,4
krishna.sur294@example.com,Java,3
mohini.ratti295@example.com,C++,4
mohini.ratti295@example.com,React,5
mohini.ratti295@example.com,Python,4
mohini.ratti295@example.com,Java,1
hema.karan296@example.com,C++,1
hema.karan296@example.com,SQL,5
hema.karan296@example.com,Java,5
hema.karan296@example.com,React,4
rachita.saha297@example.com,Python,5
rachita.saha297@example.com,C++,2
rachita.saha297@example.com,React,5
rachita.saha297@example.com,SQL,5
peter.raja298@example.com,SQL,4
peter.raja298@example.com,Java,4
peter.raja298@example.com,React,3
devansh.kade299@example.com,C++,1
devansh.kade299@example.com,Java,5
devansh.kade299@example.com,React,1
rajeshri.gopal300@example.com,Java,3
rajeshri.gopal300@example.com,SQL,2
rajeshri.gopal300@example.com,C++,2
nikita.seth301@example.com,Python,3
nikita.seth301@example.com,C++,4
nikita.seth301@example.com,React,2
nikita.seth301@example.com,Java,4
reyansh.narang302@example.com,SQL,4
reyansh.narang302@example.com,Python,2
advay.peri303@example.com,React,1
advay.peri303@example.com,Java,1
advay.peri303@example.com,Python,1
advay.peri303@example.com,SQL,4
gauri.luthra304@example.com,React,2
gauri.luthra304@example.com,C++,5
gauri.luthra304@example.com,Java,4
pratyush.d’alia305@example.com,Python,5
pratyush.d’alia305@example.com,C++,1
pratyush.d’alia305@example.com,React,1
pratyush.d’alia305@example.com,Java,2
pooja.pillay306@example.com,Java,4
pooja.pillay306@example.com,C++,2
pooja.pillay306@example.com,React,3
kamya.sawhney307@example.com,Python,2
kamya.sawhney307@example.com,SQL,2
kamya.sawhney307@example.com,React,4
kamya.sawhney307@example.com,C++,2
indali.talwar308@example.com,Python,5
indali.talwar308@example.com,SQL,1
indali.talwar308@example.com,React,2
oeshi.modi309@example.com,C++,3
oeshi.modi309@example.com,React,3
gautam.rastogi310@example.com,SQL,3
gautam.rastogi310@example.com,C++,5
gautam.rastogi310@example.com,Java,1
abhimanyu.subramaniam311@example.com,React,5
abhimanyu.subramaniam311@example.com,SQL,1
abhimanyu.subramaniam311@example.com,C++,4
vamakshi.mand312@example.com,React,5
vamakshi.mand312@example.com,C++,1
vamakshi.mand312@example.com,Python,3
vamakshi.mand312@example.com,SQL,3
vamakshi.toor313@example.com,SQL,3
vamakshi.toor313@example.com,C++,5
vamakshi.toor313@example.com,Java,2
vamakshi.toor313@example.com,Python,2
praneel.deshpande314@example.com,React,3
praneel.deshpande314@example.com,SQL,4
praneel.deshpande314@example.com,Python,5
raksha.mahal315@example.com,React,2
raksha.mahal315@example.com,C++,4
mekhala.bala316@example.com,Java,3
mekhala.bala316@example.com,SQL,4
ekalinga.bir317@example.com,React,1
ekalinga.bir317@example.com,C++,4
ekalinga.bir317@example.com,Java,1
ekalinga.bir317@example.com,SQL,5
ekalinga.bir317@example.com,Python,4
jacob.madan318@example.com,Java,2
jacob.madan318@example.com,React,4
jacob.madan318@example.com,C++,4
jacob.madan318@example.com,SQL,3
jacob.madan318@example.com,Python,3
isha.suri319@example.com,React,4
isha.suri319@example.com,SQL,5
isha.suri319@example.com,Python,1
isha.suri319@example.com,Java,5
jagat.muni320@example.com,Java,4
jagat.muni320@example.com,SQL,2
jagat.muni320@example.com,C++,3
jagat.muni320@example.com,Python,4
jagat.muni320@example.com,React,5
ranveer.bakshi321@example.com,Python,3
ranveer.bakshi321@example.com,React,5
ranveer.bakshi321@example.com,C++,2
ranveer.bakshi321@example.com,Java,5
ranveer.bakshi321@example.com,SQL,5
ridhi.bora322@example.com,Python,5
ridhi.bora322@example.com,SQL,3
ridhi.bora322@example.com,React,2
jagdish.lalla323@example.com,SQL,3
jagdish.lalla323@example.com,React,5
jagdish.lalla323@example.com,Python,5
jagdish.lalla323@example.com,Java,4
hredhaan.dhar324@example.com,Java,1
hredhaan.dhar324@example.com,Python,3
gaurika.aggarwal325@example.com,SQL,3
gaurika.aggarwal325@example.com,React,3
gaurika.aggarwal325@example.com,C++,1
gaurika.aggarwal325@example.com,Java,2
jagvi.nigam326@example.com,Java,1
jagvi.nigam326@example.com,SQL,5
jagvi.nigam326@example.com,C++,3
sneha.kunda327@example.com,React,1
sneha.kunda327@example.com,Java,1
sneha.kunda327@example.com,Python,3
zehaan.dutta328@example.com,Java,3
zehaan.dutta328@example.com,C++,2
girish.murty329@example.com,SQL,1
girish.murty329@example.com,C++,3
girish.murty329@example.com,React,2
rajata.pau330@example.com,React,1
rajata.pau330@example.com,SQL,1
rajata.pau330@example.com,Java,4
rajata.pau330@example.com,C++,5
saksham.deol331@example.com,Python,3
saksham.deol331@example.com,Java,5
saksham.deol331@example.com,React,4
saksham.deol331@example.com,SQL,5
logan.keer332@example.com,Java,1
logan.keer332@example.com,React,1
harshil.chadha333@example.com,C++,3
harshil.chadha333@example.com,React,2
harshil.chadha333@example.com,SQL,2
harshil.chadha333@example.com,Python,3
harshil.chadha333@example.com,Java,3
mugdha.tank334@example.com,SQL,5
mugdha.tank334@example.com,React,3
vasana.bail335@example.com,Java,5
vasana.bail335@example.com,React,3
vasana.bail335@example.com,Python,5
vasana.bail335@example.com,C++,2
chaitanya.pandey336@example.com,Python,3
chaitanya.pandey336@example.com,SQL,3
chaitanya.pandey336@example.com,Java,5
sneha.chada337@example.com,Java,3
sneha.chada337@example.com,SQL,5
sneha.chada337@example.com,Python,2
sneha.chada337@example.com,React,2
suhani.pai338@example.com,SQL,1
suhani.pai338@example.com,C++,5
suhani.pai338@example.com,React,2
bhanumati.din339@example.com,Python,1
bhanumati.din339@example.com,SQL,2
bhanumati.din339@example.com,C++,2
joshua.bhat340@example.com,Java,3
joshua.bhat340@example.com,C++,3
joshua.bhat340@example.com,React,1
zayyan.narula341@example.com,SQL,2
zayyan.narula341@example.com,Java,5
zayyan.narula341@example.com,React,5
zayyan.narula341@example.com,Python,3
zayyan.narula341@example.com,C++,1
chameli.warrior342@example.com,Python,2
chameli.warrior342@example.com,SQL,3
chameli.warrior342@example.com,React,3
chameli.warrior342@example.com,Java,4
chameli.warrior342@example.com,C++,5
aarav.bose343@example.com,Python,1
aarav.bose343@example.com,React,5
aarav.bose343@example.com,C++,5
aarav.bose343@example.com,SQL,5
bhavya.kuruvilla344@example.com,C++,1
bhavya.kuruvilla344@example.com,Java,4
bhavya.kuruvilla344@example.com,React,4
bhavya.kuruvilla344@example.com,SQL,3
ishani.sahota345@example.com,C++,2
ishani.sahota345@example.com,React,4
ishani.sahota345@example.com,Java,2
ishani.sahota345@example.com,Python,4
bhanumati.halder346@example.com,SQL,4
bhanumati.halder346@example.com,C++,2
bhanumati.halder346@example.com,React,4
bhanumati.halder346@example.com,Python,1
bhanumati.halder346@example.com,Java,5
gauri.gupta347@example.com,C++,5
gauri.gupta347@example.com,Java,4
gauri.gupta347@example.com,React,5
gauri.gupta347@example.com,SQL,5
lucky.nigam348@example.com,Java,2
lucky.nigam348@example.com,React,1
lucky.nigam348@example.com,SQL,1
lucky.nigam348@example.com,Python,3
tanmayi.sandhu349@example.com,Java,3
tanmayi.sandhu349@example.com,Python,1
tanmayi.sandhu349@example.com,C++,4
dayamai.arya350@example.com,Java,3
dayamai.arya350@example.com,Python,4
keya.jha351@example.com,SQL,4
keya.jha351@example.com,Java,3
keya.jha351@example.com,React,1
keya.jha351@example.com,Python,2
vincent.sundaram352@example.com,React,5
vincent.sundaram352@example.com,Python,3
vincent.sundaram352@example.com,SQL,2
alexander.gola353@example.com,SQL,2
alexander.gola353@example.com,React,2
alexander.gola353@example.com,Python,4
shaurya.verma354@example.com,React,5
shaurya.verma354@example.com,SQL,1
shaurya.verma354@example.com,Python,5
vansha.sami355@example.com,React,3
vansha.sami355@example.com,Python,2
vansha.sami355@example.com,Java,4
vansha.sami355@example.com,SQL,4
siddharth.nair356@example.com,C++,5
siddharth.nair356@example.com,SQL,1
siddharth.nair356@example.com,Python,5
siddharth.nair356@example.com,React,5
siddharth.nair356@example.com,Java,5
bhavna.mohanty357@example.com,Java,3
bhavna.mohanty357@example.com,C++,3
bhavna.mohanty357@example.com,SQL,4
bhavna.mohanty357@example.com,React,1
bhavna.mohanty357@example.com,Python,4
bhavini.acharya358@example.com,SQL,1
bhavini.acharya358@example.com,C++,5
bhavini.acharya358@example.com,Python,4
harinakshi.das359@example.com,C++,4
harinakshi.das359@example.com,SQL,5
harinakshi.das359@example.com,Java,1
harinakshi.das359@example.com,React,4
harinakshi.das359@example.com,Python,2
anvi.raju360@example.com,Python,4
anvi.raju360@example.com,SQL,3
anvi.raju360@example.com,C++,4
anvi.raju360@example.com,Java,3
garima.mand361@example.com,React,3
garima.mand361@example.com,SQL,1
sachi.kalla362@example.com,Python,4
sachi.kalla362@example.com,SQL,3
sachi.kalla362@example.com,C++,1
tanay.bhargava363@example.com,Python,3
tanay.bhargava363@example.com,SQL,1
aadi.kunda364@example.com,Java,5
aadi.kunda364@example.com,Python,4
aadi.kunda364@example.com,C++,2
aadi.kunda364@example.com,SQL,4
aadi.kunda364@example.com,React,4
jonathan.nadig365@example.com,SQL,1
jonathan.nadig365@example.com,Python,2
jonathan.manne366@example.com,Java,2
jonathan.manne366@example.com,React,2
jonathan.manne366@example.com,C++,2
anmol.date367@example.com,Python,3
anmol.date367@example.com,React,2
yug.deo368@example.com,Java,2
yug.deo368@example.com,Python,3
yug.deo368@example.com,C++,4
yug.deo368@example.com,SQL,1
yug.deo368@example.com,React,1
adya.anand369@example.com,Python,3
adya.anand369@example.com,Java,1
vritti.krishnan370@example.com,Python,4
vritti.krishnan370@example.com,React,3
vritti.krishnan370@example.com,Java,5
vritti.krishnan370@example.com,SQL,5
vritti.krishnan370@example.com,C++,2
gaurav.bava371@example.com,C++,1
gaurav.bava371@example.com,React,4
gaurav.bava371@example.com,SQL,3
gaurav.bava371@example.com,Java,1
rajata.chakraborty372@example.com,Java,4
rajata.chakraborty372@example.com,SQL,4
rajata.chakraborty372@example.com,Python,1
rajata.chakraborty372@example.com,C++,3
rajata.chakraborty372@example.com,React,5
nirja.bakshi373@example.com,Python,1
nirja.bakshi373@example.com,Java,3
nirja.bakshi373@example.com,SQL,4
nirja.bakshi373@example.com,C++,4
orinder.chana374@example.com,Python,4
orinder.chana374@example.com,C++,2
orinder.chana374@example.com,Java,2
orinder.chana374@example.com,React,1
anirudh.kanda375@example.com,React,5
anirudh.kanda375@example.com,C++,3
anirudh.kanda375@example.com,Python,2
anirudh.kanda375@example.com,Java,2
anirudh.kanda375@example.com,SQL,5
ishita.prasad376@example.com,C++,4
ishita.prasad376@example.com,SQL,2
ishita.prasad376@example.com,Java,5
ishita.prasad376@example.com,Python,2
hemang.varty377@example.com,SQL,5
hemang.varty377@example.com,React,2
hemang.varty377@example.com,Java,4
hemang.varty377@example.com,Python,3
aarini.hayre378@example.com,Python,2
aarini.hayre378@example.com,React,5
aarini.hayre378@example.com,Java,4
eiravati.doctor379@example.com,SQL,3
eiravati.doctor379@example.com,Python,4
eiravati.doctor379@example.com,C++,5
charita.bhagat380@example.com,Python,1
charita.bhagat380@example.com,Java,5
vrinda.sabharwal381@example.com,C++,3
vrinda.sabharwal381@example.com,React,2
vrinda.sabharwal381@example.com,Java,1
libni.rai382@example.com,Python,4
libni.rai382@example.com,Java,3
meera.bhatnagar383@example.com,Python,5
meera.bhatnagar383@example.com,SQL,2
meera.bhatnagar383@example.com,Java,3
meera.bhatnagar383@example.com,C++,2
meera.bhatnagar383@example.com,React,3
chakradhar.sheth384@example.com,Python,4
chakradhar.sheth384@example.com,React,5
hemani.bhatnagar385@example.com,React,3
hemani.bhatnagar385@example.com,Java,2
hemani.bhatnagar385@example.com,SQL,3
hemani.bhatnagar385@example.com,C++,5
nimrat.mutti386@example.com,Java,2
nimrat.mutti386@example.com,C++,4
nimrat.mutti386@example.com,SQL,5
nimrat.mutti386@example.com,React,1
nimrat.mutti386@example.com,Python,2
osha.lalla387@example.com,React,2
osha.lalla387@example.com,Python,4
amara.keer388@example.com,SQL,3
amara.keer388@example.com,C++,1
falak.hegde389@example.com,C++,1
falak.hegde389@example.com,Java,3
falak.hegde389@example.com,React,3
falak.hegde389@example.com,Python,1
chakradev.sarma390@example.com,Java,3
chakradev.sarma390@example.com,React,2
chakradev.sarma390@example.com,Python,4
chakradev.sarma390@example.com,SQL,2
chakradev.sarma390@example.com,C++,4
isaac.biswas391@example.com,React,5
isaac.biswas391@example.com,Java,1
nilima.luthra392@example.com,Java,1
nilima.luthra392@example.com,React,4
nilima.luthra392@example.com,C++,2
nilima.luthra392@example.com,SQL,5
nilima.luthra392@example.com,Python,3
nidhi.dora393@example.com,Java,4
nidhi.dora393@example.com,Python,2
nidhi.dora393@example.com,C++,1
qasim.shankar394@example.com,SQL,2
qasim.shankar394@example.com,Java,3
yamini.soman395@example.com,C++,4
yamini.soman395@example.com,React,4
yamini.soman395@example.com,Java,4
yamini.soman395@example.com,Python,3
utkarsh.goel396@example.com,C++,2
utkarsh.goel396@example.com,SQL,3
utkarsh.goel396@example.com,Java,3
utkarsh.goel396@example.com,React,5
ekaraj.deo397@example.com,React,3
ekaraj.deo397@example.com,SQL,5
ekaraj.deo397@example.com,Python,5
vyanjana.goyal398@example.com,C++,1
vyanjana.goyal398@example.com,SQL,4
vyanjana.goyal398@example.com,Java,5
kritika.dubey399@example.com,C++,3
kritika.dubey399@example.com,Java,1
kritika.dubey399@example.com,Python,4
kritika.dubey399@example.com,React,5
kritika.dubey399@example.com,SQL,1
kashish.lata400@example.com,Java,5
kashish.lata400@example.com,SQL,5
kashish.lata400@example.com,C++,2
kashish.lata400@example.com,React,5
ayushman.majumdar401@example.com,Java,4
ayushman.majumdar401@example.com,SQL,5
jairaj.bhatti402@example.com,C++,1
jairaj.bhatti402@example.com,Java,1
jairaj.bhatti402@example.com,SQL,3
jairaj.bhatti402@example.com,React,4
qushi.chhabra403@example.com,C++,2
qushi.chhabra403@example.com,Java,5
qushi.chhabra403@example.com,Python,5
avi.sahni404@example.com,Java,3
avi.sahni404@example.com,Python,3
avi.sahni404@example.com,React,5
avi.sahni404@example.com,C++,3
yuvraj.sabharwal405@example.com,Java,1
yuvraj.sabharwal405@example.com,Python,3
om.anne406@example.com,Python,5
om.anne406@example.com,Java,1
om.anne406@example.com,C++,1
warjas.ranganathan407@example.com,C++,1
warjas.ranganathan407@example.com,SQL,5
warjas.ranganathan407@example.com,Python,1
warjas.ranganathan407@example.com,React,1
warjas.ranganathan407@example.com,Java,2
maya.contractor408@example.com,React,2
maya.contractor408@example.com,SQL,5
maya.contractor408@example.com,Python,1
maya.contractor408@example.com,C++,3
maya.contractor408@example.com,Java,3
eesha.ben409@example.com,SQL,2
eesha.ben409@example.com,Java,3
eesha.ben409@example.com,React,1
eesha.ben409@example.com,C++,2
varsha.golla410@example.com,Java,3
varsha.golla410@example.com,SQL,4
varsha.golla410@example.com,Python,3
varsha.golla410@example.com,C++,1
yashoda.kota411@example.com,C++,3
yashoda.kota411@example.com,SQL,1
advay.tank412@example.com,Python,5
advay.tank412@example.com,Java,2
advay.tank412@example.com,C++,1
advay.tank412@example.com,React,5
advay.tank412@example.com,SQL,3
meghana.batra413@example.com,React,4
meghana.batra413@example.com,SQL,4
meghana.batra413@example.com,Python,3
meghana.batra413@example.com,C++,4
mahika.krish414@example.com,SQL,3
mahika.krish414@example.com,Java,5
mahika.krish414@example.com,React,1
mahika.krish414@example.com,Python,5
mahika.krish414@example.com,C++,3
onveer.varty415@example.com,Python,3
onveer.varty415@example.com,SQL,1
onveer.varty415@example.com,Java,2
onveer.varty415@example.com,C++,4
onveer.varty415@example.com,React,1
ganga.patla416@example.com,SQL,2
ganga.patla416@example.com,C++,4
ganga.patla416@example.com,Python,1
ganga.patla416@example.com,React,3
ganga.patla416@example.com,Java,4
harrison.din417@example.com,Java,1
harrison.din417@example.com,Python,2
harrison.din417@example.com,C++,5
harrison.din417@example.com,SQL,4
yahvi.dyal418@example.com,Java,5
yahvi.dyal418@example.com,SQL,2
manbir.chana419@example.com,C++,4
manbir.chana419@example.com,Python,1
manbir.chana419@example.com,SQL,1
manbir.chana419@example.com,Java,5
manbir.chana419@example.com,React,3
vivaan.mitter420@example.com,React,5
vivaan.mitter420@example.com,SQL,4
vivaan.mitter420@example.com,C++,1
vivaan.mitter420@example.com,Python,3
vivaan.mitter420@example.com,Java,2
max.more421@example.com,Python,2
max.more421@example.com,SQL,2
max.more421@example.com,React,1
max.more421@example.com,C++,5
yahvi.raju422@example.com,Python,3
yahvi.raju422@example.com,SQL,1
keya.dave423@example.com,Python,4
keya.dave423@example.com,Java,4
keya.dave423@example.com,SQL,2
keya.dave423@example.com,React,2
keya.dave423@example.com,C++,5
nidra.prakash424@example.com,React,4
nidra.prakash424@example.com,SQL,2
meera.natarajan425@example.com,Java,2
meera.natarajan425@example.com,C++,1
meera.natarajan425@example.com,SQL,4
meera.natarajan425@example.com,React,4
meera.natarajan425@example.com,Python,3
chanakya.sodhi426@example.com,SQL,3
chanakya.sodhi426@example.com,React,1
chanakya.sodhi426@example.com,C++,1
chanakya.sodhi426@example.com,Java,5
chanakya.sodhi426@example.com,Python,3
falak.upadhyay427@example.com,React,4
falak.upadhyay427@example.com,Java,4
falak.upadhyay427@example.com,SQL,4
falak.upadhyay427@example.com,C++,3
arya.saini428@example.com,Python,1
arya.saini428@example.com,React,5
