student_email,semester,sgpa
finn.master91@example.com,5,9.15
finn.master91@example.com,6,7.73
finn.master91@example.com,7,6.66
finn.master91@example.com,8,9.2
timothy.kaul92@example.com,1,6.88
timothy.kaul92@example.com,2,6.68
timothy.kaul92@example.com,3,7.97
timothy.kaul92@example.com,4,9.89
timothy.kaul92@example.com,5,9.76
timothy.kaul92@example.com,6,7.61
timothy.kaul92@example.com,7,8.28
timothy.kaul92@example.com,8,6.6
wyatt.batra93@example.com,1,6.93
wyatt.batra93@example.com,2,6.18
wyatt.batra93@example.com,3,7.94
wyatt.batra93@example.com,4,7.46
wyatt.batra93@example.com,5,8.52
wyatt.batra93@example.com,6,8.25
wyatt.batra93@example.com,7,8.69
wyatt.batra93@example.com,8,8.95
chaaya.shenoy94@example.com,1,7.24
chaaya.shenoy94@example.com,2,7.9
chaaya.shenoy94@example.com,3,7.36
chaaya.shenoy94@example.com,4,9.3
chaaya.shenoy94@example.com,5,6.11
chaaya.shenoy94@example.com,6,9.42
chaaya.shenoy94@example.com,7,6.15
chaaya.shenoy94@example.com,8,9.73
lopa.parmer95@example.com,1,7.62
lopa.parmer95@example.com,2,6.95
lopa.parmer95@example.com,3,6.87
lopa.parmer95@example.com,4,9.08
lopa.parmer95@example.com,5,8.53
lopa.parmer95@example.com,6,9.92
lopa.parmer95@example.com,7,7.59
lopa.parmer95@example.com,8,8.24
matthew.raju96@example.com,1,7.08
matthew.raju96@example.com,2,9.52
matthew.raju96@example.com,3,9.86
matthew.raju96@example.com,4,9.53
matthew.raju96@example.com,5,7.95
matthew.raju96@example.com,6,9.47
matthew.raju96@example.com,7,8.4
matthew.raju96@example.com,8,9.91
abdul.upadhyay97@example.com,1,8.18
abdul.upadhyay97@example.com,2,8.41
abdul.upadhyay97@example.com,3,6.99
abdul.upadhyay97@example.com,4,6.04
abdul.upadhyay97@example.com,5,6.77
abdul.upadhyay97@example.com,6,7.12
abdul.upadhyay97@example.com,7,8.31
abdul.upadhyay97@example.com,8,6.13
abhiram.wadhwa98@example.com,1,7.32
abhiram.wadhwa98@example.com,2,8.29
abhiram.wadhwa98@example.com,3,8.72
abhiram.wadhwa98@example.com,4,9.23
abhiram.wadhwa98@example.com,5,9.07
abhiram.wadhwa98@example.com,6,6.9
abhiram.wadhwa98@example.com,7,8.47
abhiram.wadhwa98@example.com,8,8.13
ubika.sankaran99@example.com,1,9.72
ubika.sankaran99@example.com,2,6.49
ubika.sankaran99@example.com,3,6.15
ubika.sankaran99@example.com,4,8.25
ubika.sankaran99@example.com,5,8.79
ubika.sankaran99@example.com,6,6.5
ubika.sankaran99@example.com,7,7.59
ubika.sankaran99@example.com,8,7.33
ekiya.jhaveri100@example.com,1,8.28
ekiya.jhaveri100@example.com,2,6.51
ekiya.jhaveri100@example.com,3,7.94
ekiya.jhaveri100@example.com,4,9.99
ekiya.jhaveri100@example.com,5,6.55
ekiya.jhaveri100@example.com,6,8.78
ekiya.jhaveri100@example.com,7,8.27
ekiya.jhaveri100@example.com,8,7.38
yasti.krish101@example.com,1,6.47
yasti.krish101@example.com,2,7.18
yasti.krish101@example.com,3,7.76
yasti.krish101@example.com,4,8.3
yasti.krish101@example.com,5,8.55
yasti.krish101@example.com,6,7.86
yasti.krish101@example.com,7,7.28
yasti.krish101@example.com,8,9.23
anita.dhillon102@example.com,1,7.88
anita.dhillon102@example.com,2,6.73
anita.dhillon102@example.com,3,8.08
anita.dhillon102@example.com,4,9.94
anita.dhillon102@example.com,5,7.97
anita.dhillon102@example.com,6,6.96
anita.dhillon102@example.com,7,9.8
anita.dhillon102@example.com,8,8.56
hema.rastogi103@example.com,1,7.91
hema.rastogi103@example.com,2,9.21
hema.rastogi103@example.com,3,6.91
hema.rastogi103@example.com,4,7.32
hema.rastogi103@example.com,5,9.47
hema.rastogi103@example.com,6,7.58
hema.rastogi103@example.com,7,6.08
hema.rastogi103@example.com,8,9.84
suhani.dutt104@example.com,1,6.12
suhani.dutt104@example.com,2,9.81
suhani.dutt104@example.com,3,6.85
suhani.dutt104@example.com,4,8.02
suhani.dutt104@example.com,5,7.25
suhani.dutt104@example.com,6,7.56
suhani.dutt104@example.com,7,7.43
suhani.dutt104@example.com,8,8.32
gautam.kari105@example.com,1,7.96
gautam.kari105@example.com,2,7.8
gautam.kari105@example.com,3,6.17
gautam.kari105@example.com,4,9.46
gautam.kari105@example.com,5,8.39
gautam.kari105@example.com,6,8.42
gautam.kari105@example.com,7,9.25
gautam.kari105@example.com,8,7.03
eta.prabhu106@example.com,1,7.8
eta.prabhu106@example.com,2,8.48
eta.prabhu106@example.com,3,7.71
eta.prabhu106@example.com,4,8.72
eta.prabhu106@example.com,5,6.23
eta.prabhu106@example.com,6,6.85
eta.prabhu106@example.com,7,9.48
eta.prabhu106@example.com,8,6.07
avni.sinha107@example.com,1,7.43
avni.sinha107@example.com,2,9.69
avni.sinha107@example.com,3,8.19
avni.sinha107@example.com,4,7.59
avni.sinha107@example.com,5,8.14
avni.sinha107@example.com,6,7.11
avni.sinha107@example.com,7,9.37
avni.sinha107@example.com,8,6.89
onveer.hayer108@example.com,1,7.26
onveer.hayer108@example.com,2,6.45
onveer.hayer108@example.com,3,8.07
onveer.hayer108@example.com,4,7.96
onveer.hayer108@example.com,5,9.59
onveer.hayer108@example.com,6,9.05
onveer.hayer108@example.com,7,7.19
onveer.hayer108@example.com,8,9.45
praneel.ganesan109@example.com,1,6.07
praneel.ganesan109@example.com,2,8.09
praneel.ganesan109@example.com,3,6.88
praneel.ganesan109@example.com,4,7.69
praneel.ganesan109@example.com,5,8.49
praneel.ganesan109@example.com,6,8.01
praneel.ganesan109@example.com,7,9.26
praneel.ganesan109@example.com,8,7.18
rudra.kala110@example.com,1,8.09
rudra.kala110@example.com,2,7.25
rudra.kala110@example.com,3,9.78
rudra.kala110@example.com,4,8.62
rudra.kala110@example.com,5,6.86
rudra.kala110@example.com,6,7.3
rudra.kala110@example.com,7,8.88
rudra.kala110@example.com,8,9.12
hardik.buch111@example.com,1,9.51
hardik.buch111@example.com,2,9.8
hardik.buch111@example.com,3,8.99
hardik.buch111@example.com,4,9.63
hardik.buch111@example.com,5,9.77
hardik.buch111@example.com,6,9.69
hardik.buch111@example.com,7,9.88
hardik.buch111@example.com,8,8.01
irya.wadhwa112@example.com,1,6.63
irya.wadhwa112@example.com,2,6.69
irya.wadhwa112@example.com,3,8.98
irya.wadhwa112@example.com,4,8.62
irya.wadhwa112@example.com,5,7.0
irya.wadhwa112@example.com,6,6.27
irya.wadhwa112@example.com,7,9.22
irya.wadhwa112@example.com,8,9.05
xiti.vora113@example.com,1,7.4
xiti.vora113@example.com,2,6.75
xiti.vora113@example.com,3,6.08
xiti.vora113@example.com,4,8.91
xiti.vora113@example.com,5,7.87
xiti.vora113@example.com,6,9.88
xiti.vora113@example.com,7,8.4
xiti.vora113@example.com,8,9.18
divya.sridhar114@example.com,1,6.47
divya.sridhar114@example.com,2,8.25
divya.sridhar114@example.com,3,7.12
divya.sridhar114@example.com,4,6.47
divya.sridhar114@example.com,5,8.7
divya.sridhar114@example.com,6,9.69
divya.sridhar114@example.com,7,7.66
divya.sridhar114@example.com,8,9.91
gunbir.dyal115@example.com,1,8.19
gunbir.dyal115@example.com,2,7.41
gunbir.dyal115@example.com,3,9.2
gunbir.dyal115@example.com,4,9.66
gunbir.dyal115@example.com,5,6.46
gunbir.dyal115@example.com,6,7.97
gunbir.dyal115@example.com,7,6.73
gunbir.dyal115@example.com,8,8.1
warinder.kant116@example.com,1,8.05
warinder.kant116@example.com,2,6.74
warinder.kant116@example.com,3,8.53
warinder.kant116@example.com,4,9.7
warinder.kant116@example.com,5,6.58
warinder.kant116@example.com,6,9.13
warinder.kant116@example.com,7,9.61
warinder.kant116@example.com,8,6.26
chanakya.batra117@example.com,1,8.54
chanakya.batra117@example.com,2,7.08
chanakya.batra117@example.com,3,8.41
chanakya.batra117@example.com,4,6.61
chanakya.batra117@example.com,5,6.07
chanakya.batra117@example.com,6,9.9
chanakya.batra117@example.com,7,7.86
chanakya.batra117@example.com,8,6.53
ayushman.bhatia118@example.com,1,7.44
ayushman.bhatia118@example.com,2,6.12
ayushman.bhatia118@example.com,3,6.26
ayushman.bhatia118@example.com,4,6.64
ayushman.bhatia118@example.com,5,8.56
ayushman.bhatia118@example.com,6,6.88
ayushman.bhatia118@example.com,7,7.06
ayushman.bhatia118@example.com,8,8.64
mohammed.sachdeva119@example.com,1,7.37
mohammed.sachdeva119@example.com,2,9.04
mohammed.sachdeva119@example.com,3,8.88
mohammed.sachdeva119@example.com,4,8.13
mohammed.sachdeva119@example.com,5,7.52
mohammed.sachdeva119@example.com,6,7.86
mohammed.sachdeva119@example.com,7,7.0
mohammed.sachdeva119@example.com,8,7.96
chanchal.acharya120@example.com,1,8.75
chanchal.acharya120@example.com,2,8.73
chanchal.acharya120@example.com,3,6.79
chanchal.acharya120@example.com,4,7.44
chanchal.acharya120@example.com,5,7.13
chanchal.acharya120@example.com,6,7.57
chanchal.acharya120@example.com,7,9.85
chanchal.acharya120@example.com,8,8.52
dayita.bhalla121@example.com,1,8.78
dayita.bhalla121@example.com,2,6.12
dayita.bhalla121@example.com,3,6.78
dayita.bhalla121@example.com,4,8.29
dayita.bhalla121@example.com,5,7.2
dayita.bhalla121@example.com,6,9.23
dayita.bhalla121@example.com,7,9.12
dayita.bhalla121@example.com,8,9.78
krisha.apte122@example.com,1,7.64
krisha.apte122@example.com,2,9.42
krisha.apte122@example.com,3,8.68
krisha.apte122@example.com,4,8.38
krisha.apte122@example.com,5,7.49
krisha.apte122@example.com,6,8.27
krisha.apte122@example.com,7,6.66
krisha.apte122@example.com,8,9.11
radhika.nair123@example.com,1,7.4
radhika.nair123@example.com,2,8.23
radhika.nair123@example.com,3,7.66
radhika.nair123@example.com,4,7.21
radhika.nair123@example.com,5,7.21
radhika.nair123@example.com,6,9.45
radhika.nair123@example.com,7,6.88
radhika.nair123@example.com,8,7.19
agastya.padmanabhan124@example.com,1,6.71
agastya.padmanabhan124@example.com,2,6.81
agastya.padmanabhan124@example.com,3,8.37
agastya.padmanabhan124@example.com,4,8.2
agastya.padmanabhan124@example.com,5,9.34
agastya.padmanabhan124@example.com,6,8.68
agastya.padmanabhan124@example.com,7,6.59
agastya.padmanabhan124@example.com,8,8.08
pratyush.kalita125@example.com,1,8.4
pratyush.kalita125@example.com,2,9.98
pratyush.kalita125@example.com,3,6.08
pratyush.kalita125@example.com,4,6.16
pratyush.kalita125@example.com,5,9.75
pratyush.kalita125@example.com,6,8.44
pratyush.kalita125@example.com,7,8.54
pratyush.kalita125@example.com,8,6.9
pranav.jain126@example.com,1,9.89
pranav.jain126@example.com,2,6.96
pranav.jain126@example.com,3,7.37
pranav.jain126@example.com,4,6.21
pranav.jain126@example.com,5,7.3
pranav.jain126@example.com,6,6.76
pranav.jain126@example.com,7,8.6
pranav.jain126@example.com,8,6.69
urvashi.bansal127@example.com,1,6.36
urvashi.bansal127@example.com,2,9.47
urvashi.bansal127@example.com,3,9.61
urvashi.bansal127@example.com,4,8.17
urvashi.bansal127@example.com,5,7.13
urvashi.bansal127@example.com,6,8.77
urvashi.bansal127@example.com,7,8.14
urvashi.bansal127@example.com,8,9.83
indali.bains128@example.com,1,6.16
indali.bains128@example.com,2,7.03
indali.bains128@example.com,3,7.69
indali.bains128@example.com,4,7.74
indali.bains128@example.com,5,6.75
indali.bains128@example.com,6,7.71
indali.bains128@example.com,7,9.82
indali.bains128@example.com,8,8.43
anusha.anne129@example.com,1,9.69
anusha.anne129@example.com,2,9.19
anusha.anne129@example.com,3,7.14
anusha.anne129@example.com,4,7.04
anusha.anne129@example.com,5,9.91
anusha.anne129@example.com,6,8.04
anusha.anne129@example.com,7,9.74
anusha.anne129@example.com,8,7.46
pushti.jha130@example.com,1,7.18
pushti.jha130@example.com,2,8.97
pushti.jha130@example.com,3,6.22
pushti.jha130@example.com,4,6.55
pushti.jha130@example.com,5,8.72
pushti.jha130@example.com,6,6.71
pushti.jha130@example.com,7,9.02
pushti.jha130@example.com,8,8.31
anmol.narasimhan131@example.com,1,7.55
anmol.narasimhan131@example.com,2,7.13
anmol.narasimhan131@example.com,3,7.31
anmol.narasimhan131@example.com,4,7.24
anmol.narasimhan131@example.com,5,6.55
anmol.narasimhan131@example.com,6,8.06
anmol.narasimhan131@example.com,7,7.66
anmol.narasimhan131@example.com,8,8.23
ryan.dhar132@example.com,1,6.01
ryan.dhar132@example.com,2,9.82
ryan.dhar132@example.com,3,9.03
ryan.dhar132@example.com,4,6.71
ryan.dhar132@example.com,5,8.43
ryan.dhar132@example.com,6,7.2
ryan.dhar132@example.com,7,6.96
ryan.dhar132@example.com,8,7.79
brinda.dara133@example.com,1,8.37
brinda.dara133@example.com,2,9.34
brinda.dara133@example.com,3,7.05
brinda.dara133@example.com,4,9.4
brinda.dara133@example.com,5,9.34
brinda.dara133@example.com,6,7.17
brinda.dara133@example.com,7,9.19
brinda.dara133@example.com,8,7.34
divya.salvi134@example.com,1,8.62
divya.salvi134@example.com,2,7.72
divya.salvi134@example.com,3,8.19
divya.salvi134@example.com,4,9.1
divya.salvi134@example.com,5,7.85
divya.salvi134@example.com,6,6.56
divya.salvi134@example.com,7,6.46
divya.salvi134@example.com,8,8.58
farhan.comar135@example.com,1,7.64
farhan.comar135@example.com,2,8.97
farhan.comar135@example.com,3,8.62
farhan.comar135@example.com,4,7.61
farhan.comar135@example.com,5,8.35
farhan.comar135@example.com,6,6.74
farhan.comar135@example.com,7,9.16
farhan.comar135@example.com,8,7.13
lajita.minhas136@example.com,1,8.91
lajita.minhas136@example.com,2,6.79
lajita.minhas136@example.com,3,9.02
lajita.minhas136@example.com,4,8.34
lajita.minhas136@example.com,5,9.5
lajita.minhas136@example.com,6,9.78
lajita.minhas136@example.com,7,8.87
lajita.minhas136@example.com,8,9.35
widisha.gole137@example.com,1,8.5
widisha.gole137@example.com,2,6.37
widisha.gole137@example.com,3,9.09
widisha.gole137@example.com,4,8.5
widisha.gole137@example.com,5,8.43
widisha.gole137@example.com,6,7.27
widisha.gole137@example.com,7,9.03
widisha.gole137@example.com,8,7.62
rehaan.padmanabhan138@example.com,1,7.71
rehaan.padmanabhan138@example.com,2,8.54
rehaan.padmanabhan138@example.com,3,6.05
rehaan.padmanabhan138@example.com,4,9.57
rehaan.padmanabhan138@example.com,5,6.63
rehaan.padmanabhan138@example.com,6,6.23
rehaan.padmanabhan138@example.com,7,9.54
rehaan.padmanabhan138@example.com,8,6.89
eta.magar139@example.com,1,7.17
eta.magar139@example.com,2,6.94
eta.magar139@example.com,3,6.56
eta.magar139@example.com,4,8.26
eta.magar139@example.com,5,8.87
eta.magar139@example.com,6,7.4
eta.magar139@example.com,7,7.8
eta.magar139@example.com,8,9.63
sanaya.khurana140@example.com,1,8.37
sanaya.khurana140@example.com,2,6.27
sanaya.khurana140@example.com,3,6.24
sanaya.khurana140@example.com,4,9.84
sanaya.khurana140@example.com,5,8.2
sanaya.khurana140@example.com,6,8.14
sanaya.khurana140@example.com,7,6.81
sanaya.khurana140@example.com,8,8.2
panini.parmar141@example.com,1,7.32
panini.parmar141@example.com,2,6.35
panini.parmar141@example.com,3,8.18
panini.parmar141@example.com,4,9.52
panini.parmar141@example.com,5,8.79
panini.parmar141@example.com,6,9.28
panini.parmar141@example.com,7,7.53
panini.parmar141@example.com,8,7.1
vaishnavi.kala142@example.com,1,8.55
vaishnavi.kala142@example.com,2,9.0
vaishnavi.kala142@example.com,3,9.15
vaishnavi.kala142@example.com,4,9.72
vaishnavi.kala142@example.com,5,7.67
vaishnavi.kala142@example.com,6,7.88
vaishnavi.kala142@example.com,7,7.8
vaishnavi.kala142@example.com,8,9.64
bhavini.nagy143@example.com,1,7.65
bhavini.nagy143@example.com,2,9.61
bhavini.nagy143@example.com,3,7.48
bhavini.nagy143@example.com,4,6.53
bhavini.nagy143@example.com,5,9.66
bhavini.nagy143@example.com,6,9.89
bhavini.nagy143@example.com,7,6.41
bhavini.nagy143@example.com,8,7.62
bhavika.banik144@example.com,1,9.62
bhavika.banik144@example.com,2,6.28
bhavika.banik144@example.com,3,7.9
bhavika.banik144@example.com,4,7.08
bhavika.banik144@example.com,5,9.79
bhavika.banik144@example.com,6,8.33
bhavika.banik144@example.com,7,7.45
bhavika.banik144@example.com,8,6.09
xalak.madan145@example.com,1,8.75
xalak.madan145@example.com,2,7.0
xalak.madan145@example.com,3,6.99
xalak.madan145@example.com,4,9.0
xalak.madan145@example.com,5,8.65
xalak.madan145@example.com,6,6.6
xalak.madan145@example.com,7,8.29
xalak.madan145@example.com,8,7.78
gayathri.bose146@example.com,1,7.18
gayathri.bose146@example.com,2,7.37
gayathri.bose146@example.com,3,6.25
gayathri.bose146@example.com,4,7.87
gayathri.bose146@example.com,5,9.23
gayathri.bose146@example.com,6,7.05
gayathri.bose146@example.com,7,8.93
gayathri.bose146@example.com,8,9.31
dipta.khanna147@example.com,1,9.59
dipta.khanna147@example.com,2,7.47
dipta.khanna147@example.com,3,8.68
dipta.khanna147@example.com,4,9.58
dipta.khanna147@example.com,5,9.82
dipta.khanna147@example.com,6,6.84
dipta.khanna147@example.com,7,9.77
dipta.khanna147@example.com,8,8.55
nilima.merchant148@example.com,1,8.94
nilima.merchant148@example.com,2,7.68
nilima.merchant148@example.com,3,9.75
nilima.merchant148@example.com,4,8.45
nilima.merchant148@example.com,5,8.28
nilima.merchant148@example.com,6,7.89
nilima.merchant148@example.com,7,6.04
nilima.merchant148@example.com,8,9.44
viraj.sama149@example.com,1,8.41
viraj.sama149@example.com,2,6.58
viraj.sama149@example.com,3,7.46
viraj.sama149@example.com,4,6.14
viraj.sama149@example.com,5,9.99
viraj.sama149@example.com,6,8.44
viraj.sama149@example.com,7,9.75
viraj.sama149@example.com,8,8.44
chaitanya.basu150@example.com,1,6.35
chaitanya.basu150@example.com,2,9.09
chaitanya.basu150@example.com,3,6.05
chaitanya.basu150@example.com,4,8.79
chaitanya.basu150@example.com,5,9.88
chaitanya.basu150@example.com,6,6.25
chaitanya.basu150@example.com,7,6.47
chaitanya.basu150@example.com,8,8.68
ojasvi.dugar151@example.com,1,6.69
ojasvi.dugar151@example.com,2,6.2
ojasvi.dugar151@example.com,3,8.22
ojasvi.dugar151@example.com,4,8.01
ojasvi.dugar151@example.com,5,7.48
ojasvi.dugar151@example.com,6,9.7
ojasvi.dugar151@example.com,7,7.21
ojasvi.dugar151@example.com,8,7.94
champak.padmanabhan152@example.com,1,9.7
champak.padmanabhan152@example.com,2,7.56
champak.padmanabhan152@example.com,3,8.96
champak.padmanabhan152@example.com,4,9.88
champak.padmanabhan152@example.com,5,7.26
champak.padmanabhan152@example.com,6,6.08
champak.padmanabhan152@example.com,7,8.03
champak.padmanabhan152@example.com,8,6.17
vihaan.balay153@example.com,1,7.5
vihaan.balay153@example.com,2,6.08
vihaan.balay153@example.com,3,6.86
vihaan.balay153@example.com,4,9.82
vihaan.balay153@example.com,5,9.77
vihaan.balay153@example.com,6,7.21
vihaan.balay153@example.com,7,6.35
vihaan.balay153@example.com,8,9.38
darpan.mutti154@example.com,1,7.96
darpan.mutti154@example.com,2,6.77
darpan.mutti154@example.com,3,7.85
darpan.mutti154@example.com,4,8.84
darpan.mutti154@example.com,5,6.44
darpan.mutti154@example.com,6,6.47
darpan.mutti154@example.com,7,8.6
darpan.mutti154@example.com,8,8.67
zinal.trivedi155@example.com,1,7.8
zinal.trivedi155@example.com,2,7.55
zinal.trivedi155@example.com,3,8.89
zinal.trivedi155@example.com,4,6.45
zinal.trivedi155@example.com,5,7.16
zinal.trivedi155@example.com,6,8.75
zinal.trivedi155@example.com,7,9.01
zinal.trivedi155@example.com,8,7.84
lakshit.kadakia156@example.com,1,9.9
lakshit.kadakia156@example.com,2,7.27
lakshit.kadakia156@example.com,3,7.44
lakshit.kadakia156@example.com,4,9.89
lakshit.kadakia156@example.com,5,9.84
lakshit.kadakia156@example.com,6,7.9
lakshit.kadakia156@example.com,7,7.06
lakshit.kadakia156@example.com,8,8.46
yauvani.chaudhry157@example.com,1,7.56
yauvani.chaudhry157@example.com,2,6.61
yauvani.chaudhry157@example.com,3,9.19
yauvani.chaudhry157@example.com,4,6.99
yauvani.chaudhry157@example.com,5,8.65
yauvani.chaudhry157@example.com,6,9.71
yauvani.chaudhry157@example.com,7,8.19
yauvani.chaudhry157@example.com,8,9.58
aarna.patla158@example.com,1,9.65
aarna.patla158@example.com,2,7.41
aarna.patla158@example.com,3,9.6
aarna.patla158@example.com,4,8.37
aarna.patla158@example.com,5,9.58
aarna.patla158@example.com,6,8.85
aarna.patla158@example.com,7,6.34
aarna.patla158@example.com,8,7.13
keya.natarajan159@example.com,1,6.97
keya.natarajan159@example.com,2,8.98
keya.natarajan159@example.com,3,9.69
keya.natarajan159@example.com,4,6.9
keya.natarajan159@example.com,5,6.33
keya.natarajan159@example.com,6,8.96
keya.natarajan159@example.com,7,8.53
keya.natarajan159@example.com,8,8.28
forum.bala160@example.com,1,9.45
forum.bala160@example.com,2,6.64
forum.bala160@example.com,3,6.53
forum.bala160@example.com,4,9.95
forum.bala160@example.com,5,6.89
forum.bala160@example.com,6,9.22
forum.bala160@example.com,7,9.86
forum.bala160@example.com,8,7.3
wahab.murthy161@example.com,1,6.01
wahab.murthy161@example.com,2,6.95
wahab.murthy161@example.com,3,7.65
wahab.murthy161@example.com,4,9.5
wahab.murthy161@example.com,5,8.06
wahab.murthy161@example.com,6,8.2
wahab.murthy161@example.com,7,7.96
wahab.murthy161@example.com,8,8.57
aadi.warrior162@example.com,1,8.01
aadi.warrior162@example.com,2,7.38
aadi.warrior162@example.com,3,7.25
aadi.warrior162@example.com,4,7.94
aadi.warrior162@example.com,5,7.87
aadi.warrior162@example.com,6,6.18
aadi.warrior162@example.com,7,8.47
aadi.warrior162@example.com,8,9.9
kashvi.rastogi163@example.com,1,6.84
kashvi.rastogi163@example.com,2,7.5
kashvi.rastogi163@example.com,3,8.11
kashvi.rastogi163@example.com,4,8.84
kashvi.rastogi163@example.com,5,6.57
kashvi.rastogi163@example.com,6,8.62
kashvi.rastogi163@example.com,7,8.69
kashvi.rastogi163@example.com,8,8.23
azaan.issac164@example.com,1,8.4
azaan.issac164@example.com,2,8.82
azaan.issac164@example.com,3,8.78
azaan.issac164@example.com,4,6.8
azaan.issac164@example.com,5,8.86
azaan.issac164@example.com,6,7.1
azaan.issac164@example.com,7,8.17
azaan.issac164@example.com,8,9.45
ganga.das165@example.com,1,8.47
ganga.das165@example.com,2,7.31
ganga.das165@example.com,3,8.79
ganga.das165@example.com,4,6.03
ganga.das165@example.com,5,6.81
ganga.das165@example.com,6,9.44
ganga.das165@example.com,7,8.08
ganga.das165@example.com,8,9.23
nisha.thakur166@example.com,1,7.96
nisha.thakur166@example.com,2,7.44
nisha.thakur166@example.com,3,8.87
nisha.thakur166@example.com,4,9.26
nisha.thakur166@example.com,5,7.5
nisha.thakur166@example.com,6,7.13
nisha.thakur166@example.com,7,8.54
nisha.thakur166@example.com,8,8.35
eesha.kalla167@example.com,1,8.43
eesha.kalla167@example.com,2,6.32
eesha.kalla167@example.com,3,9.25
eesha.kalla167@example.com,4,7.64
eesha.kalla167@example.com,5,9.08
eesha.kalla167@example.com,6,6.94
eesha.kalla167@example.com,7,8.25
eesha.kalla167@example.com,8,9.67
ekansh.comar168@example.com,1,9.67
ekansh.comar168@example.com,2,9.03
ekansh.comar168@example.com,3,8.42
ekansh.comar168@example.com,4,6.48
ekansh.comar168@example.com,5,8.91
ekansh.comar168@example.com,6,7.45
ekansh.comar168@example.com,7,7.76
ekansh.comar168@example.com,8,7.33
shivansh.bains169@example.com,1,6.84
shivansh.bains169@example.com,2,6.36
shivansh.bains169@example.com,3,9.55
shivansh.bains169@example.com,4,8.13
shivansh.bains169@example.com,5,8.14
shivansh.bains169@example.com,6,9.07
shivansh.bains169@example.com,7,6.38
shivansh.bains169@example.com,8,6.4
tejas.wason170@example.com,1,6.67
tejas.wason170@example.com,2,9.0
tejas.wason170@example.com,3,8.91
tejas.wason170@example.com,4,9.04
tejas.wason170@example.com,5,6.49
tejas.wason170@example.com,6,8.24
tejas.wason170@example.com,7,6.3
tejas.wason170@example.com,8,7.76
maya.sengupta171@example.com,1,8.81
maya.sengupta171@example.com,2,6.88
maya.sengupta171@example.com,3,7.07
maya.sengupta171@example.com,4,8.57
maya.sengupta171@example.com,5,8.74
maya.sengupta171@example.com,6,8.21
maya.sengupta171@example.com,7,8.24
maya.sengupta171@example.com,8,6.7
falan.malhotra172@example.com,1,6.91
falan.malhotra172@example.com,2,9.31
falan.malhotra172@example.com,3,7.26
falan.malhotra172@example.com,4,9.27
falan.malhotra172@example.com,5,7.37
falan.malhotra172@example.com,6,7.29
falan.malhotra172@example.com,7,9.55
falan.malhotra172@example.com,8,9.91
pahal.raju173@example.com,1,8.22
pahal.raju173@example.com,2,6.1
pahal.raju173@example.com,3,9.4
pahal.raju173@example.com,4,9.57
pahal.raju173@example.com,5,9.84
pahal.raju173@example.com,6,7.19
pahal.raju173@example.com,7,9.9
pahal.raju173@example.com,8,8.9
balveer.jani174@example.com,1,6.09
balveer.jani174@example.com,2,6.83
balveer.jani174@example.com,3,7.3
balveer.jani174@example.com,4,7.76
balveer.jani174@example.com,5,8.23
balveer.jani174@example.com,6,8.65
balveer.jani174@example.com,7,9.88
balveer.jani174@example.com,8,9.2
ayaan.kapoor175@example.com,1,9.05
ayaan.kapoor175@example.com,2,9.75
ayaan.kapoor175@example.com,3,9.82
ayaan.kapoor175@example.com,4,6.48
ayaan.kapoor175@example.com,5,6.41
ayaan.kapoor175@example.com,6,6.15
ayaan.kapoor175@example.com,7,7.4
ayaan.kapoor175@example.com,8,6.02
kritika.pall176@example.com,1,8.1
kritika.pall176@example.com,2,6.14
kritika.pall176@example.com,3,7.24
kritika.pall176@example.com,4,6.66
kritika.pall176@example.com,5,9.29
kritika.pall176@example.com,6,8.08
kritika.pall176@example.com,7,7.56
kritika.pall176@example.com,8,9.03
lipika.bahri177@example.com,1,8.97
lipika.bahri177@example.com,2,7.2
lipika.bahri177@example.com,3,6.17
lipika.bahri177@example.com,4,7.23
lipika.bahri177@example.com,5,6.37
lipika.bahri177@example.com,6,9.29
lipika.bahri177@example.com,7,9.15
lipika.bahri177@example.com,8,8.64
xiti.sami178@example.com,1,9.73
xiti.sami178@example.com,2,7.73
xiti.sami178@example.com,3,9.56
xiti.sami178@example.com,4,7.64
xiti.sami178@example.com,5,9.88
xiti.sami178@example.com,6,6.12
xiti.sami178@example.com,7,9.49
xiti.sami178@example.com,8,6.62
kashvi.kaur179@example.com,1,7.27
kashvi.kaur179@example.com,2,8.81
kashvi.kaur179@example.com,3,9.69
kashvi.kaur179@example.com,4,7.31
kashvi.kaur179@example.com,5,9.52
kashvi.kaur179@example.com,6,8.05
kashvi.kaur179@example.com,7,9.78
kashvi.kaur179@example.com,8,7.65
rachita.sengupta180@example.com,1,7.8
rachita.sengupta180@example.com,2,9.8
rachita.sengupta180@example.com,3,6.75
rachita.sengupta180@example.com,4,8.96
rachita.sengupta180@example.com,5,6.6
rachita.sengupta180@example.com,6,8.48
rachita.sengupta180@example.com,7,6.45
rachita.sengupta180@example.com,8,8.74
hritik.ben181@example.com,1,7.06
hritik.ben181@example.com,2,7.66
hritik.ben181@example.com,3,9.5
hritik.ben181@example.com,4,6.94
hritik.ben181@example.com,5,6.25
hritik.ben181@example.com,6,7.68
hritik.ben181@example.com,7,9.31
hritik.ben181@example.com,8,7.21
balvan.sheth182@example.com,1,7.63
balvan.sheth182@example.com,2,6.33
balvan.sheth182@example.com,3,9.61
balvan.sheth182@example.com,4,9.27
balvan.sheth182@example.com,5,7.56
